state,state_code,pollster,sponsor,sponsor_lean,date_start,date_end,dem_candidate,rep_candidate,dem_pct,rep_pct,margin,margin_label,included_in_average,notes
South Dakota,SD,Public Policy Polling,,,2026-02-17,2026-02-18,Julian Beaudion,Mike Rounds,32.0,49.0,R+17,R+17,no,n=685 RV; NYT data; Beaudion withdrew Aug 4 — no longer a live matchup
South Dakota,SD,Public Policy Polling,,,2026-05-29,2026-05-30,Julian Beaudion,Mike Rounds,18.0,43.0,R+25,R+25,no,n=726 rv; NYT data; Beaudion withdrew Aug 4 — no longer a live matchup
Texas,TX,Barbara Jordan Public Policy Research and Survey Center,,,2025-05-09,2025-05-19,Colin Allred,Ken Paxton,46.0,48.0,R+2,R+2,no,n=1200 RV; NYT data; Talarico/Paxton are the nominees — non-nominee matchup
Texas,TX,Emerson College,,,2025-08-11,2025-08-12,Colin Allred,Ken Paxton,40.6,45.9,R+5.3,R+5.3,no,n=1000 RV; NYT data; Talarico/Paxton are the nominees — non-nominee matchup
Texas,TX,GBAO,,Democratic,2025-08-13,2025-08-18,Colin Allred,Ken Paxton,49.0,47.0,D+2,D+2,no,n=800 LV; NYT data; Talarico/Paxton are the nominees — non-nominee matchup
Texas,TX,Slingshot Strategies,Texas Public Opinion Research,,2025-08-27,2025-08-29,Generic Democrat,Generic Republican,43.0,48.0,R+5,R+5,no,n=843 RV; NYT data; Talarico/Paxton are the nominees — non-nominee matchup
Texas,TX,UT Tyler,,neutral,2025-09-17,2025-09-24,James Talarico,Ken Paxton,37,38,R+1,Paxton +1,yes,n=1032 RV; NYT data
Texas,TX,UT Tyler,,neutral,2025-09-17,2025-09-24,James Talarico,John Cornyn,35,41,R+6,Cornyn +6,no,n=1031 RV; NYT data; Talarico/Paxton are the nominees — non-nominee matchup
Texas,TX,University of Texas at Tyler Center for Opinion Research,,,2025-09-17,2025-09-24,Colin Allred,Wesley Hunt,37.0,38.0,R+1,R+1,no,n=1032 RV; NYT data; Talarico/Paxton are the nominees — non-nominee matchup
Texas,TX,UH Hobby School/TSU,,neutral,2025-09-19,2025-10-01,James Talarico,Ken Paxton,46,49,R+3,Paxton +3,yes,n=1183 LV; NYT data
Texas,TX,UH Hobby School/TSU,,neutral,2025-09-19,2025-10-01,James Talarico,John Cornyn,45,48,R+3,Cornyn +3,no,n=1183 LV; NYT data; Talarico/Paxton are the nominees — non-nominee matchup
Texas,TX,University of Houston Hobby School of Public Affairs/Texas Southern University School of Public Affairs,,,2025-09-19,2025-10-01,Colin Allred,Ken Paxton,47.0,48.0,R+1,R+1,no,n=1183 LV; NYT data; Talarico/Paxton are the nominees — non-nominee matchup
Texas,TX,Cygnal Political,Plymouth Union Public Advocacy,,2025-10-05,2025-10-06,Generic Democrat,John Cornyn,40.0,47.0,R+7,R+7,no,n=600 LV; NYT data; Talarico/Paxton are the nominees — non-nominee matchup
Texas,TX,Ragnar Research,,,2025-11-12,2025-11-17,James Talarico,Ken Paxton,44,44,Even,Even,yes,n=1000 LV; NYT data
Texas,TX,Ragnar Research,,,2025-11-12,2025-11-17,James Talarico,John Cornyn,40,46,R+6,Cornyn +6,no,n=1000 LV; NYT data; Talarico/Paxton are the nominees — non-nominee matchup
Texas,TX,Ragnar Research Partners,,,2025-11-12,2025-11-17,James Talarico,Ken Paxton,44.0,44.0,Even,Even,no,n=1000 LV; NYT data; duplicate entry of the same survey (listed twice under two pollster spellings)
Texas,TX,Change Research,Agave Social Welfare Fund,Democratic,2025-11-21,2025-11-26,Jasmine Crockett,Ken Paxton,42.0,50.0,R+8,R+8,no,n=1189 RV; NYT data; Talarico/Paxton are the nominees — non-nominee matchup
Texas,TX,Emerson College,Nexstar,,2026-01-10,2026-01-12,James Talarico,Ken Paxton,46,46,Even,Even,yes,n=1165 RV; NYT data
Texas,TX,Emerson College,Nexstar,,2026-01-10,2026-01-12,James Talarico,John Cornyn,44,47,R+3,Cornyn +3,no,n=1165 RV; NYT data; Talarico/Paxton are the nominees — non-nominee matchup
Texas,TX,Emerson College,Nexstar,,2026-01-10,2026-01-12,Jasmine Crockett,John Cornyn,43,48,R+6,Cornyn +6,no,Crockett not the D nominee; included for context; NYT data
Texas,TX,UH Hobby School,,neutral,2026-01-20,2026-01-31,James Talarico,Ken Paxton,44,46,R+2,Paxton +2,yes,n=1502 LV; NYT data
Texas,TX,UH Hobby School,,neutral,2026-01-20,2026-01-31,James Talarico,John Cornyn,43,44,R+1,Cornyn +1,no,n=1502 LV; NYT data; Talarico/Paxton are the nominees — non-nominee matchup
Texas,TX,University of Houston Hobby School of Public Affairs,,,2026-01-20,2026-01-31,James Talarico,Wesley Hunt,42.0,46.0,R+4,R+4,no,n=1502 LV; NYT data; Talarico/Paxton are the nominees — non-nominee matchup
Texas,TX,Hart Research Associates,Forward Texas,Democratic,2026-02-06,2026-02-12,Jasmine Crockett,Ken Paxton,49,45,D+4,Crockett +4,no,Crockett not the D nominee; included for context; NYT data
Texas,TX,Public Policy Polling,Senate Majority PAC,Democratic,2026-03-04,2026-03-05,James Talarico,Ken Paxton,47,45,D+2,Talarico +2,yes,n=576 RV; D-sponsored; NYT data
Texas,TX,Public Policy Polling,Senate Majority PAC,Democratic,2026-03-04,2026-03-05,James Talarico,John Cornyn,44,43,D+1,Talarico +1,no,n=576 RV; D-sponsored; NYT data; Talarico/Paxton are the nominees — non-nominee matchup
Texas,TX,Impact Research,,Democratic,2026-03-12,2026-03-17,James Talarico,Ken Paxton,44,43,D+1,Talarico +1,yes,n=900 LV; D-sponsored; NYT data
Texas,TX,Impact Research,,Democratic,2026-03-12,2026-03-17,James Talarico,John Cornyn,43,41,D+2,Talarico +2,no,n=900 LV; D-sponsored; NYT data; Talarico/Paxton are the nominees — non-nominee matchup
Texas,TX,Slingshot Strategies,Texas Public Opinion Research,,2026-04-17,2026-04-20,James Talarico,Ken Paxton,46.0,41.0,D+5,D+5,yes,n=1018 LV; NYT data
Texas,TX,YouGov,University of Texas,,2026-04-10,2026-04-20,James Talarico,Ken Paxton,42.0,34.0,D+8,D+8,yes,n=1200 RV; NYT data
Texas,TX,Barbara Jordan Public Policy Research and Survey Center,,,2026-04-22,2026-05-06,James Talarico,Ken Paxton,45.0,45.0,Even,Even,yes,n=1223 LV; NYT data
Texas,TX,Public Policy Polling,Lone Star Rising PAC,Democratic,2026-05-22,2026-05-23,James Talarico,Ken Paxton,45.0,38.0,D+7,D+7,yes,n=643 rv; D-sponsored; NYT data
Texas,TX,Slingshot Strategies,Texas Public Opinion Research,,2026-05-27,2026-05-28,James Talarico,Ken Paxton,47.0,44.0,D+3,D+3,yes,n=1670 lv; NYT data
Texas,TX,Siena University,ReconMR | Texas A&M Bush School,,2026-06-01,2026-06-04,James Talarico,Ken Paxton,46.0,46.0,Even,Even,yes,n=807 lv; NYT data
Texas,TX,Quantus Insights,,,2026-06-03,2026-06-04,James Talarico,Ken Paxton,43.0,45.0,R+2,R+2,yes,n=800 lv; NYT data
Texas,TX,YouGov,University of Texas,,2026-06-05,2026-06-12,James Talarico,Ken Paxton,42.0,43.0,R+1,R+1,yes,n=1200 rv; NYT data
Texas,TX,SoCal Strategies,Red Eagle Politics,Republican,2026-06-21,2026-06-21,James Talarico,Ken Paxton,47.05,48.53,R+1.5,R+1.5,yes,n=800 lv; R-sponsored; NYT data
Texas,TX,A2 Insights,,,2026-06-23,2026-06-28,James Talarico,Ken Paxton,48.4,46.1,D+2.3,D+2.3,yes,n=618 lv; NYT data
Texas,TX,The New York Times/Siena University,,,2026-06-19,2026-06-27,James Talarico,Ken Paxton,46.57,46.67,R+0.1,R+0.1,yes,n=656 lv; NYT data
Idaho,ID,The Bullfinch Group,,,2026-05-29,2026-06-01,David Roth,James E. Risch,33.0,50.0,R+17,R+17,yes,n=774 rv; NYT data
Idaho,ID,The Bullfinch Group,,,2026-05-29,2026-06-01,David Roth,James E. Risch,15.0,41.0,R+26,R+26,no,n=774 rv; high undecided share — excluded; NYT data
Idaho,ID,Peak Insights,,Republican,2026-06-06,2026-06-07,David Roth,James E. Risch,15.0,55.0,R+40,R+40,no,n=500 lv; high undecided share — excluded; R-sponsored; NYT data
Virginia,VA,Responsive Management,Virginia Commonwealth University,,2024-12-18,2025-01-15,Mark R. Warner,Glenn Youngkin,45.0,38.0,D+7,D+7,no,n=806 a; Jan 2025 — Youngkin not confirmed R nominee; too old for average; NYT data
VA,VA,Responsive Management,Virginia Commonwealth University,,2024-12-18,2025-01-15,Mark R. Warner,Glenn Youngkin,45.0,38.0,D+7,D+7,no,n=806 a; 2025 — Youngkin not confirmed R nominee; too old for average; NYT data
Rhode Island,RI,University of New Hampshire,,,2026-06-18,2026-06-23,Jack Reed,Raymond McKay,52.0,35.0,D+17,D+17,yes,n=627 lv; NYT data
Alabama,AL,yes. every kid. foundation.,,,2026-07-08,2026-07-11,Everett Wess,Barry Moore,32.0,47.0,R+15,R+15,yes,n=601 lv; first general-election poll of the race; Moore and Wess are the nominees; NYT data
Michigan,MI,"Glengariff Group, Inc.",Business Leaders for Michigan | Michigan Education Association,,2026-07-22,2026-07-24,Abdul El-Sayed,Mike Rogers,38.7,49.0,R+10.3,R+10.3,yes,n=600 lv; strongest R result of the cycle; NYT data
Michigan,MI,"Glengariff Group, Inc.",Business Leaders for Michigan | Michigan Education Association,,2026-07-22,2026-07-24,Haley Stevens,Mike Rogers,45.5,44.7,D+0.8,D+0.8,no,n=600 lv; Stevens lost the Aug 4 primary — non-nominee matchup; NYT data
Michigan,MI,Mitchell Research & Communications,,,2026-07-28,2026-07-29,Abdul El-Sayed,Mike Rogers,45.0,45.0,Even,Even,yes,n=672 lv; NYT data
Michigan,MI,Mitchell Research & Communications,,,2026-07-28,2026-07-29,Haley Stevens,Mike Rogers,43.0,46.0,R+3,R+3,no,n=672 lv; Stevens lost the Aug 4 primary — non-nominee matchup; NYT data
Michigan,MI,SoCal Strategies,Red Eagle Politics,Republican,2026-07-28,2026-07-30,Abdul El-Sayed,Mike Rogers,41.0,42.0,R+1,R+1,yes,n=640 lv; R-sponsored; NYT data
Michigan,MI,SoCal Strategies,Red Eagle Politics,Republican,2026-07-28,2026-07-30,Haley Stevens,Mike Rogers,44.0,40.0,D+4,D+4,no,n=640 lv; R-sponsored; Stevens lost the Aug 4 primary — non-nominee matchup; NYT data
Michigan,MI,EPIC-MRA,MIRS News Service,,2026-07-24,2026-07-31,Abdul El-Sayed,Mike Rogers,43.0,46.0,R+3,R+3,yes,n=600 lv; NYT data
Michigan,MI,EPIC-MRA,MIRS News Service,,2026-07-24,2026-07-31,Haley Stevens,Mike Rogers,44.0,42.0,D+2,D+2,no,n=600 lv; Stevens lost the Aug 4 primary — non-nominee matchup; NYT data
Montana,MT,The Bullfinch Group,Independent Center | Independent Leadership Council,,2026-07-13,2026-07-16,Alani Bankhead,Kurt Alme,22.0,36.0,R+14,R+14,yes,n=793 lv; 3-way question (Bodnar IND 24) — reflects the actual 3-way ballot; NYT data
Montana,MT,GQR,Contours Inc.,Independent,2026-07-23,2026-07-26,Alani Bankhead,Kurt Alme,44.0,52.0,R+8,R+8,no,n=500 lv; IND-sponsored (pro-Bodnar); two-party matchup; NYT data; two-party matchup excludes Bodnar (IND) who is on the ballot — hypothetical
Montana,MT,GQR,Contours Inc.,Independent,2026-07-23,2026-07-26,Alani Bankhead,Kurt Alme,40.0,44.0,R+4,R+4,no,n=500 lv; IND-sponsored; 3-way question (Austin LIB 13) — excluded; NYT data
Montana,MT,GQR,Contours Inc.,Independent,2026-07-23,2026-07-26,Alani Bankhead,Kurt Alme,22.0,41.0,R+19,R+19,yes,"n=500 lv; IND-sponsored; 4-way question (Bodnar IND 27, Austin LIB 6) — reflects the actual multi-way ballot; NYT data"
North Carolina,NC,Beacon Research/Shaw & Company Research,Fox News,,2026-07-23,2026-07-27,Roy A. Cooper,Michael Whatley,53.0,44.0,D+9,D+9,yes,n=1005 rv; NYT data
Texas,TX,Slingshot Strategies,Texas Public Opinion Research,,2026-07-15,2026-07-17,James Talarico,Ken Paxton,45.0,40.0,D+5,D+5,yes,n=1048 lv; Talarico's largest lead of the general-election period; NYT data
Texas,TX,Beacon Research/Shaw & Company Research,Fox News,,2026-07-23,2026-07-27,James Talarico,Ken Paxton,51.0,48.0,D+3,D+3,yes,n=1006 rv; NYT data
Texas,TX,Barbara Jordan Public Policy Research and Survey Center,,,2026-07-27,2026-07-30,James Talarico,Ken Paxton,47.0,45.0,D+2,D+2,yes,n=1200 lv; NYT data
Texas,TX,Wedgewood Polls,,,2026-07-30,2026-07-31,James Talarico,Ken Paxton,48.0,46.0,D+2,D+2,yes,n=800 lv; NYT data
Alaska,AK,Data for Progress,,,2026-07-28,2026-08-04,Mary S. Peltola,Dan Sullivan,53,47,6,D+6,yes,n=567 lv; head-to-head question (final RCV round); NYT data
Alaska,AK,Data for Progress,,,2026-07-28,2026-08-04,Mary S. Peltola,Dan Sullivan,49,43,6,D+6,no,"n=578 lv; alternate ballot form of the same DFP survey (first round incl. name-alike ""Dan J. Sullivan""); head-to-head question used instead; NYT data"
Alaska,AK,Data for Progress,,,2026-07-28,2026-08-04,Mary S. Peltola,Dan Sullivan,47,41,6,D+6,no,n=605 lv; alternate ballot form of the same DFP survey; head-to-head question used instead; NYT data
Alaska,AK,Alaska Survey Research,,,2026-08-02,2026-08-05,Mary S. Peltola,Dan Sullivan,50.8,49.2,1.6,D+1.6,yes,n=1371 lv; NYT data
Arkansas,AR,2040 Strategy Group,,D,2026-07-17,2026-07-25,Hallie Shoffner,Tom Cotton,43,46,-3,R+3,yes,n=586 lv; D-sponsored; NYT data
Arkansas,AR,Hendrix College,Talk Business & Politics,,2026-08-11,2026-08-12,Hallie Shoffner,Tom Cotton,47.4,44,3.4,D+3.4,yes,n=1217 lv; other: Wadlin (L) 2.95; NYT data
Arkansas,AR,J.L. Partners,,,2026-08-14,2026-08-18,Hallie Shoffner,Tom Cotton,35,51,-16,R+16,yes,n=803 lv; other: Wadlin (L) 4; NYT data
Georgia,GA,InsiderAdvantage,James Magazine Online,,2026-08-16,2026-08-17,Jon Ossoff,Mike Collins,50.1,42.6,7.5,D+7.5,yes,n=800 lv; NYT data
Iowa,IA,Emerson College,Nexstar,,2026-08-02,2026-08-04,Josh Turek,Ashley Hinson,44.98,47.52,-2.54,R+2.54,yes,n=712 lv; NYT data
Iowa,IA,Suffolk University,,,2026-08-20,2026-08-23,Josh Turek,Ashley Hinson,40.8,45.4,-4.6,R+4.6,yes,n=500 lv; other: Laehn (L) 4; NYT data
Idaho,ID,Change Research,,I,2026-07-28,2026-07-30,David Roth,James E. Risch,13,42,-29,R+29,no,"lv sample; IND-sponsored; 5-way question with Achilles (I) 18 and Fleming (I) 3; Roth squeezed to 13% — two-party model cannot represent this ballot; consistent with prior ID exclusions; other: Loesby (L) 1, Fleming (I) 3, Achilles (I) 18; NYT data"
Kansas,KS,GBAO,,D,2026-07-08,2026-07-13,Adam Hamilton,Roger Marshall,43,47,-4,R+4,yes,n=600 lv; D-sponsored; NYT data
Kansas,KS,Public Policy Polling,Senate Majority PAC,D,2026-08-07,2026-08-08,Adam Hamilton,Roger Marshall,45,46,-1,R+1,yes,rv sample; D-sponsored; NYT data
Massachusetts,MA,YouGov,UMass Amherst | WCVB-TV,,2026-08-05,2026-08-12,Seth Moulton,John Deaton,49,25,24,D+24,yes,n=800 rv; Moulton matchup — primary Sept 1 unresolved; NYT data
Massachusetts,MA,YouGov,UMass Amherst | WCVB-TV,,2026-08-05,2026-08-12,Edward J. Markey,John Deaton,51,30,21,D+21,yes,n=800 rv; Markey matchup — primary Sept 1 unresolved; NYT data
Massachusetts,MA,University of New Hampshire,7News,,2026-08-20,2026-08-24,Edward J. Markey,John Deaton,49,30,19,D+19,yes,n=906 lv; Markey matchup — primary Sept 1 unresolved; other: Tache (P) 7; NYT data
Massachusetts,MA,University of New Hampshire,7News,,2026-08-20,2026-08-24,Seth Moulton,John Deaton,38,25,13,D+13,yes,n=893 lv; Moulton matchup — primary Sept 1 unresolved; other: Tache (P) 16; NYT data
Maine,ME,Hart Research Associates,Senate Majority PAC,D,2026-07-27,2026-08-01,Troy Jackson,Susan M. Collins,49,45,4,D+4,yes,n=802 lv; D-sponsored; NYT data
Maine,ME,Beacon Research/Shaw & Company Research,Fox News,,2026-08-06,2026-08-10,Troy Jackson,Susan M. Collins,48,46,2,D+2,yes,n=1000 rv; NYT data
Michigan,MI,Beacon Research/Shaw & Company Research,Fox News,,2026-08-06,2026-08-10,Abdul El-Sayed,Mike Rogers,47,51,-4,R+4,yes,n=1006 rv; NYT data
Michigan,MI,GBAO,Senate Majority PAC,D,2026-08-06,2026-08-10,Abdul El-Sayed,Mike Rogers,50,44,6,D+6,yes,n=800 lv; D-sponsored; NYT data
Michigan,MI,TIPP Insights,League of American Workers,R,2026-08-06,2026-08-10,Abdul El-Sayed,Mike Rogers,45.44,42.27,3.17,D+3.17,yes,n=1215 lv; R-sponsored; LV screen used; NYT data
Michigan,MI,TIPP Insights,League of American Workers,R,2026-08-06,2026-08-10,Abdul El-Sayed,Mike Rogers,42.55,39.19,3.36,D+3.36,no,n=1528 rv; R-sponsored; RV screen of the same TIPP survey — LV screen used instead; NYT data
Michigan,MI,Fabrizio Ward/Impact Research,AARP,,2026-08-09,2026-08-11,Abdul El-Sayed,Mike Rogers,48,47,1,D+1,yes,n=877 lv; NYT data
Michigan,MI,"Susquehanna Polling & Research, Inc.",,,2026-08-11,2026-08-17,Abdul El-Sayed,Mike Rogers,46,39,7,D+7,yes,n=800 rv; NYT data
Minnesota,MN,SurveyUSA,KSTP-TV Minneapolis,,2026-08-13,2026-08-17,Peggy Flanagan,Michele Tafoya,46,41,5,D+5,yes,"n=661 lv; first general-election poll after the Aug 11 primary; other: Simonetti (I) 1, Whiting (L) 1; NYT data"
Mississippi,MS,Data for Progress,Way to Lead PAC,D,2026-08-05,2026-08-15,Scott Colom,Cindy Hyde-Smith,41,47,-6,R+6,no,n=1018 lv; D-sponsored; two-party form of the same DFP survey — 3-way question used instead; NYT data
Mississippi,MS,Data for Progress,Way to Lead PAC,D,2026-08-05,2026-08-15,Scott Colom,Cindy Hyde-Smith,38,44,-6,R+6,yes,n=1018 lv; D-sponsored; 3-way question incl. Pinkins (I) 7 — reflects the actual ballot; other: Pinkins (I) 7; NYT data
Montana,MT,Hart Research Associates,Forward Montana,I,2026-08-01,2026-08-04,Alani Bankhead,Kurt Alme,38,52,-14,R+14,no,n=800 lv; IND-sponsored; two-party form of the same Hart survey — 4-way question used instead; NYT data
Montana,MT,Hart Research Associates,Forward Montana,I,2026-08-01,2026-08-04,Alani Bankhead,Kurt Alme,15,45,-30,R+30,yes,"n=800 lv; IND-sponsored; 4-way question (Bodnar I 30, Austin L 6) — reflects the actual ballot; other: Austin (L) 6, Bodnar (I) 30; NYT data"
North Carolina,NC,YouGov,Elon University,,2026-07-23,2026-07-31,Roy A. Cooper,Michael Whatley,53,42,11,D+11,yes,"n=466 lv; LV screen used; other: Dublin (G) 1, Bray (L) 2; NYT data"
North Carolina,NC,YouGov,Elon University,,2026-07-23,2026-07-31,Roy A. Cooper,Michael Whatley,51,35,16,D+16,no,"n=717 rv; RV screen of the same Elon survey — LV screen used instead; other: Dublin (G) 2, Bray (L) 1; NYT data"
North Carolina,NC,YouGov,Elon University,,2026-07-23,2026-07-31,Roy A. Cooper,Michael Whatley,47,33,14,D+14,no,"n=800 a; adult screen of the same Elon survey — LV screen used instead; other: Dublin (G) 1, Bray (L) 2; NYT data"
North Carolina,NC,Change Research,Gary Pearce | Sam Hunt,D,2026-07-29,2026-08-01,Roy A. Cooper,Michael Whatley,50,41,9,D+9,yes,n=967 rv; D-sponsored; NYT data
North Carolina,NC,Change Research,Carolina Forward,D,2026-08-03,2026-08-06,Roy A. Cooper,Michael Whatley,50.05,42.93,7.12,D+7.12,yes,n=915 lv; D-sponsored; NYT data
North Carolina,NC,Harper Polling,Carolina Journal,,2026-08-09,2026-08-10,Roy A. Cooper,Michael Whatley,51.5,39,12.5,D+12.5,yes,n=600 lv; NYT data
North Carolina,NC,High Point University,,,2026-08-03,2026-08-12,Roy A. Cooper,Michael Whatley,48,41,7,D+7,no,n=800 rv; RV screen of the same High Point survey — LV screen used instead; NYT data
North Carolina,NC,High Point University,,,2026-08-03,2026-08-12,Roy A. Cooper,Michael Whatley,50,45,5,D+5,yes,n=660 lv; LV screen used; NYT data
Nebraska,NE,Impact Research,,D,2026-08-09,2026-08-13,Dan Osborn,Pete Ricketts,47,47,0,EVEN,yes,n=600 lv; D-sponsored; Osborn (I) modeled on the D side; NYT data
New Hampshire,NH,St. Anselm,,,2026-08-17,2026-08-18,Chris Pappas,John E. Sununu,48,41,7,D+7,yes,n=1411 lv; Sununu matchup — primary Sept 8 unresolved; NYT data
New Hampshire,NH,St. Anselm,,,2026-08-17,2026-08-18,Chris Pappas,Scott Brown,49,37,12,D+12,yes,n=1411 lv; Brown matchup — primary Sept 8 unresolved; NYT data
New Hampshire,NH,University of New Hampshire,7News,,2026-08-20,2026-08-24,Chris Pappas,Scott Brown,45,40,5,D+5,yes,n=1846 lv; Brown matchup — primary Sept 8 unresolved; NYT data
New Hampshire,NH,University of New Hampshire,7News,,2026-08-20,2026-08-24,Chris Pappas,John E. Sununu,43,45,-2,R+2,yes,n=1846 lv; Sununu matchup — primary Sept 8 unresolved; NYT data
Ohio,OH,Tulchin Research,,D,2026-07-29,2026-08-04,Sherrod Brown,Jon Husted,47,43,4,D+4,yes,"n=600 lv; D-sponsored; other: Levy (I) 2, Redpath (L) 2; NYT data"
Ohio,OH,Beacon Research/Shaw & Company Research,Fox News,,2026-08-06,2026-08-10,Sherrod Brown,Jon Husted,53,45,8,D+8,yes,n=1008 rv; NYT data
Ohio,OH,Wedgewood Polls,,,2026-08-11,2026-08-13,Sherrod Brown,Jon Husted,48,44,4,D+4,yes,n=800 lv; NYT data
Oklahoma,OK,Cole Hargrave,,,2026-08-03,2026-08-06,Jim Priest,Kevin Hern,27,48,-21,R+21,no,n=500 rv; Priest lost the Aug 25 Democratic runoff to Thomas — no longer a live matchup; NYT data
Oklahoma,OK,Cole Hargrave,,,2026-08-03,2026-08-06,N'Kiyla Jasmine Thomas,Kevin Hern,25,49,-24,R+24,yes,"n=500 rv; Thomas won the Aug 25 Democratic runoff over Priest, so this tests the actual nominee; other: Meinhardt (I) 1, Stinnett (I) 4, White (L) 3; NYT data"
Rhode Island,RI,University of New Hampshire,,,2026-08-20,2026-08-24,Jack Reed,Raymond McKay,51,31,20,D+20,yes,n=722 lv; other: Bahry (I) 4; NYT data
South Carolina,SC,Impact Research,,D,2026-08-18,2026-08-24,Annie Andrews,Darline Graham,41,41,0,EVEN,yes,"n=700 lv; D-sponsored; Graham won the Aug 25 runoff over Norman, so this tests the actual nominee; only SC general-election poll of the real matchup; other: Whitener (L) 5; NYT data"
South Dakota,SD,Public Opinion Strategies,National Republican Senatorial Committee,R,2026-07-06,2026-07-09,Brian Bengs (I),Mike Rounds,33,56,-23,R+23,yes,"n=500 lv; R-sponsored; Bengs (I) modeled on the D side — Beaudion (D) withdrew Aug 4, leaving Bengs as the only opponent; NYT data"
South Dakota,SD,Impact Research,,,2026-08-13,2026-08-17,Brian Bengs (I),Mike Rounds,44,44,0,EVEN,yes,"n=500 lv; Bengs (I) modeled on the D side — Beaudion (D) withdrew Aug 4, leaving Bengs as the only opponent; NYT data"
Texas,TX,Siena University,ReconMR | Texas A&M Bush School,,2026-07-27,2026-07-30,James Talarico,Ken Paxton,47,43,4,D+4,yes,n=619 lv; NYT data
Texas,TX,YouGov Blue,254 Labs,,2026-07-15,2026-07-31,James Talarico,Ken Paxton,48,45,3,D+3,yes,n=1001 lv; NYT data
Texas,TX,Emerson College,Nexstar,,2026-08-09,2026-08-10,James Talarico,Ken Paxton,46.25,47.25,-1,R+1,yes,n=1000 lv; NYT data
Texas,TX,YouGov,University of Texas,,2026-08-05,2026-08-13,James Talarico,Ken Paxton,42,39,3,D+3,yes,n=1200 rv; other: Brown (L) 3; NYT data
Texas,TX,Slingshot Strategies,Texas Public Opinion Research,,2026-08-21,2026-08-24,James Talarico,Ken Paxton,48,42,6,D+6,yes,"n=1000 lv; other: Truelson (I) 0, Ford (I) 0, Cain (I) 0, Brown (L) 1; NYT data"
